id,Geography,oneBedMedianRent,twoBedMedianRent
51083,"Halifax County, Virginia",349,590
51085,"Hanover County, Virginia",761,980
51087,"Henrico County, Virginia",905,1022
51089,"Henry County, Virginia",410,525
51091,"Highland County, Virginia",-,388
51093,"Isle of Wight County, Virginia",800,838
51095,"James City County, Virginia",1071,1038
51097,"King and Queen County, Virginia",-,831
51099,"King George County, Virginia",802,960
51101,"King William County, Virginia",969,776
51103,"Lancaster County, Virginia",331,853
51105,"Lee County, Virginia",405,480
51107,"Loudoun County, Virginia",1390,1607
51109,"Louisa County, Virginia",708,868
51111,"Lunenburg County, Virginia",547,615
51113,"Madison County, Virginia",513,830
51115,"Mathews County, Virginia",672,883
51117,"Mecklenburg County, Virginia",308,652
51119,"Middlesex County, Virginia",513,809
51121,"Montgomery County, Virginia",764,791
51125,"Nelson County, Virginia",348,653
51127,"New Kent County, Virginia",811,818
51131,"Northampton County, Virginia",388,736
51133,"Northumberland County, Virginia",446,626
51135,"Nottoway County, Virginia",564,698
51137,"Orange County, Virginia",637,805
51139,"Page County, Virginia",503,661
51141,"Patrick County, Virginia",487,504
51143,"Pittsylvania County, Virginia",390,585
51145,"Powhatan County, Virginia",563,854
51147,"Prince Edward County, Virginia",495,795
51149,"Prince George County, Virginia",888,891
51153,"Prince William County, Virginia",1170,1437
51155,"Pulaski County, Virginia",371,563
51157,"Rappahannock County, Virginia",669,964
51159,"Richmond County, Virginia",315,778
51161,"Roanoke County, Virginia",666,857
51163,"Rockbridge County, Virginia",549,639
51165,"Rockingham County, Virginia",515,767
51167,"Russell County, Virginia",298,557
51169,"Scott County, Virginia",286,500
51171,"Shenandoah County, Virginia",529,721
51173,"Smyth County, Virginia",346,545
51175,"Southampton County, Virginia",471,637
51177,"Spotsylvania County, Virginia",1032,1198
51179,"Stafford County, Virginia",1093,1255
51181,"Surry County, Virginia",-,805
51183,"Sussex County, Virginia",-,691
51185,"Tazewell County, Virginia",327,624
51187,"Warren County, Virginia",625,916
51191,"Washington County, Virginia",427,640
51193,"Westmoreland County, Virginia",-,805
51195,"Wise County, Virginia",384,611
51197,"Wythe County, Virginia",404,609
51199,"York County, Virginia",999,1168
51510,"Alexandria city, Virginia",1434,1804
51520,"Bristol city, Virginia",375,656
51530,"Buena Vista city, Virginia",638,705
51540,"Charlottesville city, Virginia",831,1061
51550,"Chesapeake city, Virginia",1026,1067
51570,"Colonial Heights city, Virginia",708,869
51580,"Covington city, Virginia",427,598
51590,"Danville city, Virginia",412,617
51595,"Emporia city, Virginia",419,706
51600,"Fairfax city, Virginia",1386,1672
51610,"Falls Church city, Virginia",1388,2073
51620,"Franklin city, Virginia",806,737
51630,"Fredericksburg city, Virginia",922,1119
51640,"Galax city, Virginia",491,548
51650,"Hampton city, Virginia",842,979
51660,"Harrisonburg city, Virginia",616,811
51670,"Hopewell city, Virginia",597,800
51678,"Lexington city, Virginia",274,792
51680,"Lynchburg city, Virginia",605,761
51683,"Manassas city, Virginia",1087,1371
51685,"Manassas Park city, Virginia",1308,1594
51690,"Martinsville city, Virginia",358,608
51700,"Newport News city, Virginia",783,934
51710,"Norfolk city, Virginia",770,969
51720,"Norton city, Virginia",404,592
51730,"Petersburg city, Virginia",645,846
51735,"Poquoson city, Virginia",739,1041
51740,"Portsmouth city, Virginia",765,959
51750,"Radford city, Virginia",562,689
51760,"Richmond city, Virginia",815,920
51770,"Roanoke city, Virginia",576,743
51775,"Salem city, Virginia",634,824
51790,"Staunton city, Virginia",510,789
51800,"Suffolk city, Virginia",651,934
51810,"Virginia Beach city, Virginia",978,1168
51820,"Waynesboro city, Virginia",526,797
51830,"Williamsburg city, Virginia",879,1104
51840,"Winchester city, Virginia",744,907
53001,"Adams County, Washington",624,660
53003,"Asotin County, Washington",456,688
53005,"Benton County, Washington",680,839
53007,"Chelan County, Washington",575,788
53009,"Clallam County, Washington",590,851
53011,"Clark County, Washington",777,945
53013,"Columbia County, Washington",390,748
53015,"Cowlitz County, Washington",559,750
53017,"Douglas County, Washington",579,783
53019,"Ferry County, Washington",423,642
53021,"Franklin County, Washington",588,797
53023,"Garfield County, Washington",559,553
53025,"Grant County, Washington",561,666
53027,"Grays Harbor County, Washington",524,725
53029,"Island County, Washington",785,942
53031,"Jefferson County, Washington",632,835
53033,"King County, Washington",1077,1321
53035,"Kitsap County, Washington",761,1022
53037,"Kittitas County, Washington",574,829
53039,"Klickitat County, Washington",447,757
53041,"Lewis County, Washington",601,794
53043,"Lincoln County, Washington",338,598
53045,"Mason County, Washington",715,863
53047,"Okanogan County, Washington",398,637
53049,"Pacific County, Washington",449,731
53051,"Pend Oreille County, Washington",352,688
53053,"Pierce County, Washington",781,1032
53055,"San Juan County, Washington",737,1085
53057,"Skagit County, Washington",728,919
53059,"Skamania County, Washington",516,687
53061,"Snohomish County, Washington",914,1134
53063,"Spokane County, Washington",600,795
53065,"Stevens County, Washington",466,680
53067,"Thurston County, Washington",824,1004
53069,"Wahkiakum County, Washington",345,640
53071,"Walla Walla County, Washington",545,789
53073,"Whatcom County, Washington",719,929
53075,"Whitman County, Washington",567,729
53077,"Yakima County, Washington",574,764
54001,"Barbour County, West Virginia",361,537
54003,"Berkeley County, West Virginia",607,860
54005,"Boone County, West Virginia",342,567
54007,"Braxton County, West Virginia",370,495
54009,"Brooke County, West Virginia",468,626
54011,"Cabell County, West Virginia",528,703
54013,"Calhoun County, West Virginia",274,568
54015,"Clay County, West Virginia",244,488
54017,"Doddridge County, West Virginia",264,569
54019,"Fayette County, West Virginia",334,545
54021,"Gilmer County, West Virginia",439,555
54023,"Grant County, West Virginia",395,511
54025,"Greenbrier County, West Virginia",420,629
54027,"Hampshire County, West Virginia",422,487
54029,"Hancock County, West Virginia",502,638
54031,"Hardy County, West Virginia",343,574
54033,"Harrison County, West Virginia",442,662
54035,"Jackson County, West Virginia",-,547
54037,"Jefferson County, West Virginia",660,794
54039,"Kanawha County, West Virginia",563,724
54041,"Lewis County, West Virginia",351,592
54043,"Lincoln County, West Virginia",425,557
54045,"Logan County, West Virginia",346,569
54047,"McDowell County, West Virginia",505,508
54049,"Marion County, West Virginia",446,734
54051,"Marshall County, West Virginia",388,595
54053,"Mason County, West Virginia",460,485
54055,"Mercer County, West Virginia",408,586
54057,"Mineral County, West Virginia",385,508
54059,"Mingo County, West Virginia",265,541
54061,"Monongalia County, West Virginia",638,778
54063,"Monroe County, West Virginia",491,566
54065,"Morgan County, West Virginia",621,661
54067,"Nicholas County, West Virginia",336,559
54069,"Ohio County, West Virginia",436,674
54071,"Pendleton County, West Virginia",369,433
54073,"Pleasants County, West Virginia",294,561
54075,"Pocahontas County, West Virginia",283,573
54077,"Preston County, West Virginia",416,556
54079,"Putnam County, West Virginia",562,762
54081,"Raleigh County, West Virginia",531,655
54083,"Randolph County, West Virginia",453,573
54085,"Ritchie County, West Virginia",410,479
54087,"Roane County, West Virginia",347,471
54089,"Summers County, West Virginia",367,447
54091,"Taylor County, West Virginia",301,643
54093,"Tucker County, West Virginia",233,654
54095,"Tyler County, West Virginia",260,658
54097,"Upshur County, West Virginia",277,652
54099,"Wayne County, West Virginia",432,618
54101,"Webster County, West Virginia",387,592
54103,"Wetzel County, West Virginia",318,543
54105,"Wirt County, West Virginia",292,585
54107,"Wood County, West Virginia",514,637
54109,"Wyoming County, West Virginia",383,475
55001,"Adams County, Wisconsin",497,661
55003,"Ashland County, Wisconsin",505,663
55005,"Barron County, Wisconsin",446,682
55007,"Bayfield County, Wisconsin",477,660
55009,"Brown County, Wisconsin",559,753
55011,"Buffalo County, Wisconsin",451,661
55013,"Burnett County, Wisconsin",384,657
55015,"Calumet County, Wisconsin",549,741
55017,"Chippewa County, Wisconsin",523,736
55019,"Clark County, Wisconsin",378,593
55021,"Columbia County, Wisconsin",523,767
55023,"Crawford County, Wisconsin",357,664
55025,"Dane County, Wisconsin",829,975
55027,"Dodge County, Wisconsin",571,770
55029,"Door County, Wisconsin",614,717
55031,"Douglas County, Wisconsin",516,760
55033,"Dunn County, Wisconsin",549,710
55035,"Eau Claire County, Wisconsin",572,764
55037,"Florence County, Wisconsin",295,528
55039,"Fond du Lac County, Wisconsin",552,706
55041,"Forest County, Wisconsin",371,493
55043,"Grant County, Wisconsin",497,658
55045,"Green County, Wisconsin",519,692
55047,"Green Lake County, Wisconsin",480,629
55049,"Iowa County, Wisconsin",483,690
55051,"Iron County, Wisconsin",371,526
55053,"Jackson County, Wisconsin",480,599
55055,"Jefferson County, Wisconsin",602,805
55057,"Juneau County, Wisconsin",494,686
55059,"Kenosha County, Wisconsin",634,886
55061,"Kewaunee County, Wisconsin",502,643
55063,"La Crosse County, Wisconsin",582,784
55065,"Lafayette County, Wisconsin",468,653
55067,"Langlade County, Wisconsin",493,608
55069,"Lincoln County, Wisconsin",414,618
55071,"Manitowoc County, Wisconsin",479,655
55073,"Marathon County, Wisconsin",562,732
55075,"Marinette County, Wisconsin",416,645
55077,"Marquette County, Wisconsin",402,708
55078,"Menominee County, Wisconsin",241,570
55079,"Milwaukee County, Wisconsin",681,845
55081,"Monroe County, Wisconsin",548,772
55083,"Oconto County, Wisconsin",479,613
55085,"Oneida County, Wisconsin",556,713
55087,"Outagamie County, Wisconsin",578,762
55089,"Ozaukee County, Wisconsin",665,846
55091,"Pepin County, Wisconsin",348,559
55093,"Pierce County, Wisconsin",540,795
55095,"Polk County, Wisconsin",497,750
55097,"Portage County, Wisconsin",544,683
55099,"Price County, Wisconsin",418,591
55101,"Racine County, Wisconsin",599,804
55103,"Richland County, Wisconsin",485,613
55105,"Rock County, Wisconsin",565,753
55107,"Rusk County, Wisconsin",380,625
55109,"St. Croix County, Wisconsin",643,893
55111,"Sauk County, Wisconsin",599,755
55113,"Sawyer County, Wisconsin",438,695
55115,"Shawano County, Wisconsin",457,617
55117,"Sheboygan County, Wisconsin",547,686
55119,"Taylor County, Wisconsin",455,588
55121,"Trempealeau County, Wisconsin",486,666
55123,"Vernon County, Wisconsin",451,657
55125,"Vilas County, Wisconsin",475,665
55127,"Walworth County, Wisconsin",615,845
55129,"Washburn County, Wisconsin",397,693
55131,"Washington County, Wisconsin",635,811
55133,"Waukesha County, Wisconsin",785,965
55135,"Waupaca County, Wisconsin",540,669
55137,"Waushara County, Wisconsin",505,632
55139,"Winnebago County, Wisconsin",534,707
55141,"Wood County, Wisconsin",476,666
56001,"Albany County, Wyoming",580,732
56003,"Big Horn County, Wyoming",376,571
56005,"Campbell County, Wyoming",669,860
56007,"Carbon County, Wyoming",508,795
56009,"Converse County, Wyoming",467,664
56011,"Crook County, Wyoming",449,739
56013,"Fremont County, Wyoming",530,718
56015,"Goshen County, Wyoming",460,701
56017,"Hot Springs County, Wyoming",364,707
56019,"Johnson County, Wyoming",538,873
56021,"Laramie County, Wyoming",603,787
56023,"Lincoln County, Wyoming",493,757
56025,"Natrona County, Wyoming",642,788
56027,"Niobrara County, Wyoming",418,603
56029,"Park County, Wyoming",526,738
56031,"Platte County, Wyoming",320,624
56033,"Sheridan County, Wyoming",586,791
56035,"Sublette County, Wyoming",850,735
56037,"Sweetwater County, Wyoming",663,785
56039,"Teton County, Wyoming",1022,1195
56041,"Uinta County, Wyoming",554,584
56043,"Washakie County, Wyoming",560,555
56045,"Weston County, Wyoming",558,778
